Num_Acc,an,mois,jour,hrmn,lum,agg,int,atm,col,com,adr,gps,lat,long,dep,date,nom_mois
"2,011E+11",2011,7,3,1215,1,2,1,1.0,1.0,633,ROUTE DE BESANCON,M,0.0,0.0,250,2011-07-03,juillet
"2,012E+11",2012,7,9,1845,1,1,1,1.0,5.0,333,,M,0.0,0.0,340,2012-07-09,juillet
"2,012E+11",2012,11,6,1940,5,2,1,2.0,7.0,599,"152, GAND (RUE DE)",,,,590,2012-11-06,novembre
"2,01E+11",2010,1,8,1710,2,2,1,8.0,6.0,69,"17, BROSSET (AVENUE 1ERE",,,,830,2010-01-08,janvier
"2,015E+11",2015,5,15,1750,1,2,1,1.0,6.0,88,"13, CITE DE L'EAU FRAICH",,,,60,2015-05-15,mai
"2,011E+11",2011,4,22,1810,1,2,1,1.0,6.0,300,SAUTEL  BOULEVARD ANDRE,,,,170,2011-04-22,avril
"2,013E+11",2013,5,27,1825,1,2,1,1.0,3.0,129,"1421, PLATANES (AVENUES",M,4358524.0,392350.0,340,2013-05-27,mai
"2,013E+11",2013,3,25,1625,1,2,1,1.0,6.0,55,"40, RTE DE LA SABLIERE",,,,130,2013-03-25,mars
"2,01E+11",2010,5,24,1445,1,1,1,1.0,7.0,9,A83 sens Nantes/Niort,M,0.0,0.0,850,2010-05-24,mai
"2,011E+11",2011,10,22,335,5,2,6,1.0,6.0,55,AVE FREDERIC MISTRAL,,,,130,2011-10-22,octobre
"2,016E+11",2016,6,5,1530,1,2,1,1.0,3.0,375,"26, Rue Principale",M,0.0,0.0,670,2016-06-05,juin
"2,013E+11",2013,4,22,1030,1,2,1,1.0,2.0,55,"231, RUE PIERRE DOIZE",M,4327188.0,542764.0,130,2013-04-22,avril
"2,013E+11",2013,12,28,1940,2,2,1,1.0,3.0,56,CD 49,M,4338823.0,503154.0,130,2013-12-28,decembre
"2,011E+11",2011,5,7,2015,2,1,3,1.0,3.0,135,,M,4530300.0,635800.0,730,2011-05-07,mai
"2,01E+11",2010,12,15,430,3,1,2,1.0,3.0,152,,M,0.0,0.0,60,2010-12-15,decembre
"2,014E+11",2014,10,8,830,1,1,1,2.0,1.0,235,,M,4799159.0,737936.0,680,2014-10-08,octobre
"2,01E+11",2010,3,9,1630,1,2,1,1.0,6.0,700,Rue Guy de Maupassant,M,4968500.0,104699.0,760,2010-03-09,mars
"2,01E+11",2010,9,7,700,1,2,1,1.0,6.0,30,CARIMAI (RUE),,,,60,2010-09-07,septembre
"2,012E+11",2012,3,30,1930,1,2,2,1.0,7.0,98,"34, BILLOUX ( AV. FRANCO",M,4776425.0,-335065.0,560,2012-03-30,mars
"2,01E+11",2010,11,26,1430,1,2,6,7.0,6.0,122,CARREFOUR HELIANTHE,M,4347720.0,-156547.0,640,2010-11-26,novembre
"2,01E+11",2010,1,1,845,1,1,1,1.0,6.0,67,"PV,SENS STRASBOURG-PARIS",M,0.0,0.0,670,2010-01-01,janvier
"2,013E+11",2013,8,18,1550,1,2,1,1.0,3.0,55,"160, BD DE SAINT MARCEL",M,4328760.0,546495.0,130,2013-08-18,août
"2,013E+11",2013,9,21,600,3,1,1,8.0,6.0,66,,M,0.0,0.0,860,2013-09-21,septembre
"2,015E+11",2015,12,10,245,3,2,1,5.0,6.0,219,8 RUE ROCHEREAU,M,0.0,0.0,720,2015-12-10,decembre
"2,012E+11",2012,7,18,150,5,2,1,1.0,7.0,362,COSTES RUE DIEUDONNE,,,,260,2012-07-18,juillet
"2,013E+11",2013,6,13,900,1,2,1,1.0,3.0,55,"43, AVE PASTEUR",M,4328985.0,535932.0,130,2013-06-13,juin
"2,01E+11",2010,3,3,1630,1,2,3,1.0,3.0,482,"SPV, BLD DE LA VICTOIRE",,,,670,2010-03-03,mars
"2,015E+11",2015,12,4,1815,5,2,1,1.0,1.0,76,,M,4331238.0,195538.0,110,2015-12-04,decembre
"2,013E+11",2013,11,10,130,3,2,1,3.0,6.0,415,"1, SAINTONGE PONT A RUE",M,4574075.0,-62255.0,170,2013-11-10,novembre
"2,011E+11",2011,5,10,745,1,1,1,1.0,6.0,121,,M,0.0,0.0,100,2011-05-10,mai
"2,011E+11",2011,1,29,1545,3,1,1,1.0,7.0,281,,M,4671400.0,30000.0,860,2011-01-29,janvier
"2,011E+11",2011,1,13,1800,3,1,1,8.0,6.0,33,VENTS (ROUTE DES QUATRE),M,4711740.0,244186.0,180,2011-01-13,janvier
"2,01E+11",2010,2,1,1745,4,2,3,1.0,3.0,134,MIET (RUE RENE),M,4874620.0,134296.0,280,2010-02-01,fevrier
"2,015E+11",2015,4,10,1220,1,2,3,1.0,3.0,14,"36, MATHIEU (RUE PIERRE)",,,,590,2015-04-10,avril
"2,01E+11",2010,7,9,1120,1,2,1,1.0,2.0,194,Route D?partementale 910,,,,860,2010-07-09,juillet
"2,012E+11",2012,6,18,1545,1,1,1,1.0,3.0,23,,M,0.0,0.0,830,2012-06-18,juin
"2,01E+11",2010,7,5,1830,1,1,5,1.0,3.0,282,LA HAUTE LANDE,M,4859715.0,-224939.0,220,2010-07-05,juillet
"2,015E+11",2015,2,18,2135,3,1,1,1.0,7.0,110,ROUTE NATIONALE 123,M,4842170.0,151061.0,280,2015-02-18,fevrier
"2,011E+11",2011,5,28,1452,1,2,2,1.0,5.0,722,GAMBETTA ( BOULEVARD ),,,,20,2011-05-28,mai
"2,014E+11",2014,1,24,1400,1,1,1,2.0,6.0,185,,M,4494323.0,159679.0,460,2014-01-24,janvier
"2,01E+11",2010,11,17,1600,1,2,1,2.0,6.0,445,8 PLACE DE LA REPUBLIQUE,M,4329980.0,-36931.0,640,2010-11-17,novembre
"2,012E+11",2012,7,30,1515,1,2,3,1.0,3.0,55,"02, AVE DE LA FOURRAGERE",M,,,130,2012-07-30,juillet
"2,012E+11",2012,7,14,1915,1,1,2,1.0,3.0,306,,M,4926220.0,-19745.0,140,2012-07-14,juillet
"2,01E+11",2010,1,5,745,2,2,1,1.0,6.0,117,rue du 11 novembre,M,4701400.0,308200.0,580,2010-01-05,janvier
"2,01E+11",2010,5,23,920,1,2,3,1.0,3.0,570,FLOHA (AVENUE DE ),,,,620,2010-05-23,mai
"2,012E+11",2012,7,5,945,1,2,7,8.0,6.0,207,place de l'eglise,M,4792654.0,-304439.0,560,2012-07-05,juillet
"2,01E+11",2010,2,4,700,2,1,1,9.0,1.0,547,,M,4523400.0,585768.0,380,2010-02-04,fevrier
"2,011E+11",2011,10,28,1630,1,2,1,8.0,6.0,307,14-16 avenue Jean Moulin,M,4573201.0,310081.0,630,2011-10-28,octobre
"2,011E+11",2011,7,25,1600,1,1,1,1.0,6.0,94,,M,4549610.0,520248.0,380,2011-07-25,juillet
"2,01E+11",2010,9,13,1735,1,2,1,1.0,3.0,191,6 RUE DES HERBILLAUX,,,,790,2010-09-13,septembre
"2,012E+11",2012,10,24,1815,2,1,1,1.0,5.0,207,x,M,4528000.0,334300.0,430,2012-10-24,octobre
"2,013E+11",2013,9,24,900,1,2,6,1.0,6.0,328,"25, DE GAULLE (AVENUE DU",M,4726407.0,-7359.0,490,2013-09-24,septembre
"2,013E+11",2013,4,27,1615,1,2,1,1.0,2.0,118,"0, MONTALIVET (COURS)",M,4917950.0,-34171.0,140,2013-04-27,avril
"2,015E+11",2015,2,14,1620,1,2,2,8.0,3.0,4,"14, DOCTEUR JOSEPH IMBER",M,4366838.0,463032.0,130,2015-02-14,fevrier
"2,01E+11",2010,3,12,1400,1,1,1,1.0,3.0,54,,M,0.0,0.0,840,2010-03-12,mars
"2,012E+11",2012,3,29,1310,1,2,1,1.0,6.0,279,BILLEMONT (CHEMIN),,,,590,2012-03-29,mars
"2,016E+11",2016,7,25,1930,1,1,1,1.0,7.0,230,,M,4384470.0,327302.0,340,2016-07-25,juillet
"2,01E+11",2010,4,29,800,1,2,2,1.0,1.0,208,ERNEST MALATRE/JEAN JAUR,M,4799568.0,272033.0,450,2010-04-29,avril
"2,012E+11",2012,12,11,945,1,2,1,9.0,6.0,35,rue olivier desesmaisons,M,4730400.0,-155100.0,440,2012-12-11,decembre
"2,012E+11",2012,9,26,2100,2,1,1,8.0,6.0,77,,M,4494700.0,333200.0,480,2012-09-26,septembre
"2,012E+11",2012,10,5,1530,1,1,1,1.0,1.0,43,,M,4626700.0,636300.0,740,2012-10-05,octobre
"2,012E+11",2012,7,3,1745,1,1,1,1.0,3.0,599,D 948,M,0.0,0.0,910,2012-07-03,juillet
"2,013E+11",2013,12,18,1415,1,1,1,1.0,6.0,54,,M,4849118.0,633808.0,540,2013-12-18,decembre
"2,01E+11",2010,7,20,2040,1,1,6,1.0,3.0,489,"00, PIERRE SEMART (RUE)",,,,800,2010-07-20,juillet
"2,01E+11",2010,7,16,1900,1,1,1,1.0,2.0,176,D901(route de Conque),,,,120,2010-07-16,juillet
"2,01E+11",2010,1,13,1800,2,2,1,1.0,6.0,115,PORTE DE LA PLAINE,,,,750,2010-01-13,janvier
"2,011E+11",2011,12,25,600,3,1,1,1.0,7.0,63,,M,0.0,0.0,830,2011-12-25,decembre
"2,01E+11",2010,9,27,1115,1,1,2,1.0,1.0,389,,M,4584600.0,-85700.0,170,2010-09-27,septembre
"2,011E+11",2011,8,27,100,3,1,1,3.0,2.0,242,A26,M,0.0,0.0,510,2011-08-27,août
"2,015E+11",2015,4,9,1810,1,2,1,1.0,6.0,108,7 R. DU D. SCHWEITZER,M,4894835.0,434520.0,510,2015-04-09,avril
"2,012E+11",2012,12,8,630,3,1,1,1.0,7.0,65,Sainte Marie,M,4608672.0,82500.0,160,2012-12-08,decembre
"2,012E+11",2012,4,22,600,2,1,1,2.0,7.0,157,,M,4452100.0,18600.0,470,2012-04-22,avril
"2,015E+11",2015,10,22,2045,3,1,1,2.0,6.0,238,D19,M,4889148.0,306576.0,770,2015-10-22,octobre
"2,013E+11",2013,8,6,1805,1,2,2,1.0,3.0,7,"40, BOISNET RUE",,,,490,2013-08-06,août
"2,012E+11",2012,11,2,1415,1,1,1,3.0,1.0,172,,M,4669800.0,246276.0,180,2012-11-02,novembre
"2,01E+11",2010,5,18,1713,1,2,1,1.0,6.0,113,"38, BOULEVARD VINCENT AU",,,,750,2010-05-18,mai
"2,014E+11",2014,2,14,1430,1,2,1,1.0,5.0,179,76 av Marcel Lacassagne,M,0.0,0.0,820,2014-02-14,fevrier
"2,01E+11",2010,8,6,1530,1,1,1,1.0,6.0,418,280  AV GABRIEL PERI,M,4892850.0,214308.0,780,2010-08-06,août
"2,011E+11",2011,1,22,1545,1,1,1,1.0,6.0,227,,M,0.0,0.0,40,2011-01-22,janvier
"2,013E+11",2013,7,15,1000,1,2,1,1.0,6.0,23,av de la burliere,M,4340842.0,606425.0,830,2013-07-15,juillet
"2,011E+11",2011,12,2,1630,1,1,1,8.0,5.0,261,,M,0.0,0.0,370,2011-12-02,decembre
"2,013E+11",2013,5,26,1700,1,1,1,1.0,1.0,48,,M,4364545.0,567926.0,130,2013-05-26,mai
"2,015E+11",2015,9,28,1615,1,1,1,1.0,6.0,159,,M,4276853.0,173996.0,90,2015-09-28,septembre
"2,015E+11",2015,7,7,735,1,2,1,1.0,3.0,555,"196, RTE D ALBI",,,,310,2015-07-07,juillet
"2,01E+11",2010,6,22,1805,1,2,1,1.0,3.0,88,"2, BAQUIS (AV.)",,,,60,2010-06-22,juin
"2,011E+11",2011,11,10,1815,3,1,1,1.0,1.0,98,La Croix d'Haut,M,4750500.0,-213200.0,440,2011-11-10,novembre
"2,015E+11",2015,12,16,1630,1,1,1,1.0,6.0,282,,M,4375516.0,-58382.0,400,2015-12-16,decembre
"2,01E+11",2010,11,22,2105,5,2,6,1.0,3.0,445,REGALLES (AVENUE DES),,,,770,2010-11-22,novembre
"2,01E+11",2010,7,29,1600,1,2,2,1.0,3.0,238,POLOGNE/VISTULE,M,4808530.0,-165098.0,350,2010-07-29,juillet
"2,015E+11",2015,8,28,1215,1,2,1,1.0,2.0,39,RTE DE TOULOUSE,M,4479462.0,-56775.0,330,2015-08-28,août
"2,01E+11",2010,2,6,1440,1,2,1,2.0,6.0,119,"10, RUE DE BELLEVILLE",,,,750,2010-02-06,fevrier
"2,01E+11",2010,9,2,1725,1,2,1,1.0,3.0,555,"63, RTE D ALBI",,,,310,2010-09-02,septembre
"2,01E+11",2010,3,14,1915,5,2,1,1.0,5.0,103,AVENUE DE WERTHEIM,,,,130,2010-03-14,mars
"2,011E+11",2011,9,16,1615,1,2,1,1.0,6.0,624,R THIERRY,M,4987928.0,121897.0,760,2011-09-16,septembre
"2,01E+11",2010,4,26,2115,5,2,1,1.0,3.0,507,ROUTE DE COX,M,0.0,0.0,310,2010-04-26,avril
"2,013E+11",2013,6,13,1515,1,1,2,1.0,1.0,166,,M,4933520.0,-153328.0,500,2013-06-13,juin
"2,012E+11",2012,7,16,1400,1,1,1,1.0,3.0,8,,M,4853849.0,589558.0,540,2012-07-16,juillet
"2,01E+11",2010,7,19,840,1,2,2,1.0,7.0,16,"SANS, ISAUTIER (RUE FRAN",,,,974,2010-07-19,juillet
"2,01E+11",2010,2,19,920,1,2,9,1.0,3.0,72,"30, TROYON (RUE)",,,,920,2010-02-19,fevrier
"2,013E+11",2013,8,3,1816,1,1,6,1.0,7.0,279,RD POINT 2020/926,M,4724877.0,206055.0,180,2013-08-03,août
"2,01E+11",2010,3,26,2005,5,2,1,2.0,2.0,388,"0, ROUTE DE VIENNE",,,,690,2010-03-26,mars
"2,014E+11",2014,4,4,1600,1,2,2,1.0,3.0,208,rue Principale,M,4756885.0,745529.0,680,2014-04-04,avril
"2,012E+11",2012,6,30,1130,1,2,1,1.0,6.0,41,"2, MONET ( CLAUDE )",M,,,620,2012-06-30,juin
"2,013E+11",2013,9,24,2130,3,1,1,1.0,7.0,120,,M,0.0,0.0,210,2013-09-24,septembre
"2,01E+11",2010,4,6,20,5,2,5,1.0,3.0,110,"1, BOULEVARD DE MAGENTA",,,,750,2010-04-06,avril
"2,01E+11",2010,3,7,1330,1,2,1,1.0,3.0,112,AVENUE DE NOGENT,,,,750,2010-03-07,mars
"2,01E+11",2010,1,16,1900,5,2,4,1.0,6.0,111,RUE FAIDHERBE,,,,750,2010-01-16,janvier
"2,012E+11",2012,1,29,900,1,2,1,1.0,6.0,63,RUE PAULINE KERGOMARD,,,,330,2012-01-29,janvier
"2,013E+11",2013,7,26,2235,5,2,1,1.0,6.0,300,"2, REPENTIE   AVENUE DE",M,4617060.0,-120476.0,170,2013-07-26,juillet
"2,013E+11",2013,5,15,1145,1,2,1,1.0,6.0,389,rue de penthi?vre,M,4848234.0,-267447.0,220,2013-05-15,mai
"2,01E+11",2010,6,14,1920,1,2,3,1.0,3.0,18,"27, BOBILLOT (PL)",M,4882060.0,240246.0,940,2010-06-14,juin
"2,012E+11",2012,11,21,655,5,2,1,1.0,6.0,105,"12, INDUSTRIE (RUE DE L'",,,,80,2012-11-21,novembre
"2,014E+11",2014,9,2,1730,1,1,2,1.0,3.0,422,D980/VC,M,0.0,0.0,510,2014-09-02,septembre
"2,016E+11",2016,11,25,1445,1,1,1,1.0,6.0,271,,M,0.0,0.0,630,2016-11-25,novembre
"2,012E+11",2012,1,24,700,3,1,1,1.0,2.0,421,,M,0.0,0.0,800,2012-01-24,janvier
"2,012E+11",2012,8,4,1245,1,1,1,1.0,3.0,251,,M,4200500.0,940400.0,202,2012-08-04,août
"2,011E+11",2011,9,7,1800,1,2,1,1.0,2.0,312,,M,0.0,0.0,400,2011-09-07,septembre
"2,013E+11",2013,8,11,1600,1,1,1,1.0,6.0,21,,M,4612800.0,311900.0,30,2013-08-11,août
"2,013E+11",2013,2,16,2150,5,2,6,1.0,3.0,555,"999, BD GABRIEL KOENIGS",,,,310,2013-02-16,fevrier
"2,01E+11",2010,10,27,1700,1,1,1,1.0,6.0,569,,M,0.0,0.0,780,2010-10-27,octobre
"2,013E+11",2013,8,20,1520,1,2,1,1.0,2.0,63,CRS GEORGES CLEMENCEAU,,,,330,2013-08-20,août
"2,01E+11",2010,9,24,2015,5,1,1,1.0,6.0,66,AUTOROUTE A1,,,,930,2010-09-24,septembre
"2,01E+11",2010,8,28,825,1,2,1,1.0,3.0,33,"SANS, 193 - RN",,,,202,2010-08-28,août
"2,01E+11",2010,12,28,1015,1,2,1,2.0,6.0,181,"20, GENESLAY FELIX (AV)",,,,720,2010-12-28,decembre
"2,01E+11",2010,8,13,1110,1,2,1,1.0,2.0,306,"21, ZOLA (ALLEE EMILE)",,,,170,2010-08-13,août
"2,01E+11",2010,11,12,1155,1,2,1,1.0,6.0,269,D817/CHEMIN DE LAPEYRADE,M,4330600.0,-30825.0,640,2010-11-12,novembre
"2,015E+11",2015,6,30,1840,1,2,6,1.0,3.0,15,CARREFOUR DE LILLE,M,4564788.0,16083.0,160,2015-06-30,juin
"2,01E+11",2010,2,5,1230,1,2,1,8.0,7.0,121,"., LAENNEC ( BD )",M,4775818.0,-336201.0,560,2010-02-05,fevrier
"2,012E+11",2012,10,22,1945,5,2,1,1.0,6.0,555,"999, ALL JEAN JAURES",,,,310,2012-10-22,octobre
"2,012E+11",2012,2,8,2205,5,2,2,1.0,3.0,200,CHEM MENESPEY,,,,330,2012-02-08,fevrier
"2,01E+11",2010,9,11,1630,1,1,1,1.0,7.0,256,,M,4731370.0,204998.0,410,2010-09-11,septembre
"2,015E+11",2015,12,13,1820,5,2,2,1.0,3.0,318,AVE DE CANEJAN,M,4479292.0,-64706.0,330,2015-12-13,decembre
"2,011E+11",2011,10,16,1200,1,1,1,1.0,6.0,160,,M,0.0,0.0,120,2011-10-16,octobre
"2,011E+11",2011,8,18,245,3,1,1,1.0,6.0,68,,M,0.0,0.0,830,2011-08-18,août
"2,015E+11",2015,4,14,1810,1,2,1,1.0,6.0,512,NATIONS UNIES (AVENUE DE,,,,590,2015-04-14,avril
"2,014E+11",2014,5,31,1130,1,2,1,1.0,7.0,516,AVENUE DE LA DORDOGNE,M,4497280.0,132153.0,240,2014-05-31,mai
"2,016E+11",2016,9,8,1845,1,1,1,1.0,6.0,82,,M,4371870.0,-39031.0,400,2016-09-08,septembre
"2,01E+11",2010,1,3,2030,5,2,2,2.0,3.0,172,"., MOULINS (AVENUE DES",M,4363373.0,384337.0,340,2010-01-03,janvier
"2,015E+11",2015,8,11,1145,1,2,1,1.0,2.0,28,"435, ROUTE DE PONT SAINT",M,4417550.0,461989.0,300,2015-08-11,août
"2,015E+11",2015,11,21,1800,3,1,1,3.0,1.0,529,RD 1250 (CAMICAS-OUST,M,4464027.0,-115643.0,330,2015-11-21,novembre
"2,015E+11",2015,8,20,1200,1,1,1,1.0,7.0,4,,M,4680003.0,497348.0,710,2015-08-20,août
"2,016E+11",2016,7,27,2300,3,1,1,2.0,7.0,549,,M,4933471.0,52713.0,270,2016-07-27,juillet
"2,01E+11",2010,2,15,840,1,2,1,2.0,6.0,261,PONT CHER (AVENUE DE),M,4737010.0,67668.0,370,2010-02-15,fevrier
"2,012E+11",2012,6,4,1800,1,1,1,1.0,7.0,109,ROUTE DE LA CHAPELLE SUR,,,,440,2012-06-04,juin
"2,01E+11",2010,11,14,820,2,2,1,2.0,6.0,110,"46, BOULEVARD DE MAGENTA",,,,750,2010-11-14,novembre
"2,015E+11",2015,10,4,300,3,1,1,5.0,6.0,22,,M,4589900.0,-52100.0,170,2015-10-04,octobre
"2,012E+11",2012,8,3,1900,1,1,1,1.0,1.0,30,,M,,,130,2012-08-03,août
"2,012E+11",2012,12,28,1130,1,1,8,1.0,6.0,1,"2100, PUY SAINTE REPARAD",M,4357690.0,543194.0,130,2012-12-28,decembre
"2,013E+11",2013,7,7,1100,1,2,3,1.0,6.0,357,"0, GAMBETTA (RUE)",,,,540,2013-07-07,juillet
"2,01E+11",2010,7,19,1600,1,1,1,1.0,7.0,524,SPV,M,0.0,0.0,670,2010-07-19,juillet
"2,013E+11",2013,7,18,800,1,2,1,1.0,6.0,28,112 PK RN137 JUSTICE ROC,M,4612071.0,-110927.0,170,2013-07-18,juillet
"2,013E+11",2013,8,14,1855,1,2,7,1.0,6.0,37,RUE NEUVE D'ARGENSON,M,4485150.0,48505.0,240,2013-08-14,août
"2,011E+11",2011,4,21,1900,1,2,1,1.0,6.0,55,VSN FENOUIL BD ESTAQUE P,,,,130,2011-04-21,avril
"2,016E+11",2016,3,17,815,1,1,4,1.0,5.0,134,,M,4747470.0,401810.0,890,2016-03-17,mars
"2,012E+11",2012,2,3,1400,1,2,1,1.0,2.0,29,"19, RIOU (BOULEVARD DU)",,,,60,2012-02-03,fevrier
"2,011E+11",2011,5,11,1730,1,1,1,1.0,7.0,138,,M,0.0,0.0,840,2011-05-11,mai
"2,015E+11",2015,2,24,845,1,2,6,1.0,2.0,28,LAVAUX (BOULEVARD DE),M,4318956.0,562848.0,130,2015-02-24,fevrier
"2,01E+11",2010,9,8,2005,5,2,2,1.0,6.0,108,AVENUE FRANKLIN D ROOSEV,,,,750,2010-09-08,septembre
"2,013E+11",2013,9,9,1645,1,2,1,1.0,6.0,118,"0, COPERNIC (AVENUE NICO",,,,140,2013-09-09,septembre
"2,01E+11",2010,9,9,1930,1,1,1,1.0,3.0,190,,M,5031100.0,399700.0,590,2010-09-09,septembre
"2,012E+11",2012,4,26,820,1,2,4,1.0,2.0,173,R SALINE/BD SALINE,M,4965630.0,-165306.0,500,2012-04-26,avril
"2,012E+11",2012,8,22,1215,1,1,1,1.0,3.0,146,,M,4862830.0,-141643.0,500,2012-08-22,août
"2,013E+11",2013,1,23,1700,1,1,1,2.0,6.0,57,FONTEILLAC,M,4533387.0,43059.0,240,2013-01-23,janvier
"2,01E+11",2010,5,30,1830,1,1,9,2.0,6.0,423,RN 10,M,4878290.0,203210.0,780,2010-05-30,mai
"2,014E+11",2014,4,10,2330,3,1,1,1.0,7.0,74,,M,0.0,0.0,10,2014-04-10,avril
"2,011E+11",2011,10,27,1630,1,2,1,8.0,3.0,46,avenue de la gare,M,4809394.0,-434129.0,290,2011-10-27,octobre
"2,013E+11",2013,2,20,1750,1,2,1,1.0,5.0,218,RUE COURAYE,M,4883740.0,-159201.0,500,2013-02-20,fevrier
"2,015E+11",2015,2,26,1250,1,2,1,1.0,3.0,7,BOULLE (RUE ANDRE),,,,300,2015-02-26,fevrier
"2,01E+11",2010,8,7,2125,5,2,3,2.0,7.0,114,RUE RAYMOND LOSSERAND,,,,750,2010-08-07,août
"2,014E+11",2014,11,24,1400,1,1,1,1.0,7.0,227,,M,0.0,0.0,690,2014-11-24,novembre
"2,01E+11",2010,6,30,1445,1,2,1,1.0,3.0,247,15 rue neuve,M,0.0,0.0,350,2010-06-30,juin
"2,015E+11",2015,9,20,1900,1,2,1,1.0,2.0,178,CAMBRAI (PONT DE),M,5035588.0,308202.0,590,2015-09-20,septembre
"2,012E+11",2012,5,12,1130,1,1,1,1.0,3.0,164,,M,0.0,0.0,660,2012-05-12,mai
"2,016E+11",2016,8,6,1715,1,1,1,1.0,1.0,157,,M,0.0,0.0,60,2016-08-06,août
"2,01E+11",2010,10,29,240,5,2,7,1.0,7.0,68,R GARIBALDI/BD CRETEIL,,,,940,2010-10-29,octobre
"2,01E+11",2010,8,3,415,3,1,1,1.0,6.0,16,,M,0.0,0.0,830,2010-08-03,août
"2,011E+11",2011,3,18,1215,1,2,1,1.0,3.0,96,RUE DES FORGERONS,M,4689126.0,-184771.0,850,2011-03-18,mars
"2,01E+11",2010,9,11,1420,1,2,2,7.0,3.0,395,"1, GRANDVILLE (RUE)",,,,540,2010-09-11,septembre
"2,01E+11",2010,8,15,1530,1,2,1,1.0,6.0,105,"48, GENEVE (BOULEVARD DE",,,,810,2010-08-15,août
"2,012E+11",2012,7,20,1700,1,1,1,1.0,1.0,193,,M,0.0,0.0,560,2012-07-20,juillet
"2,01E+11",2010,2,22,1916,3,2,1,2.0,2.0,189,ALLENDE SALVADOR (RUE),M,4382685.0,437389.0,300,2010-02-22,fevrier
"2,012E+11",2012,1,26,1000,1,2,1,8.0,6.0,428,11 rue sous le coteau,M,4753958.0,684499.0,250,2012-01-26,janvier
"2,01E+11",2010,10,18,1635,1,2,1,1.0,6.0,540,"265, DARNETAL. ROUTE DE",,,,760,2010-10-18,octobre
"2,01E+11",2010,8,3,1115,1,1,1,1.0,3.0,34,,M,0.0,0.0,840,2010-08-03,août
"2,012E+11",2012,8,29,1610,1,2,2,1.0,6.0,63,PCE MARTYRS DE LA RESIST,,,,330,2012-08-29,août
"2,012E+11",2012,4,7,2140,5,1,1,8.0,3.0,198,GOURNIER (AVENUE DE),,,,260,2012-04-07,avril
"2,015E+11",2015,8,31,1630,1,2,1,1.0,3.0,298,route de calvi,M,0.0,0.0,202,2015-08-31,août
"2,01E+11",2010,5,1,1746,2,2,1,2.0,6.0,11,"., JAURES (BLD 1 JEAN)",,,,974,2010-05-01,mai
"2,014E+11",2014,12,9,1730,3,1,1,2.0,6.0,99,D977,M,0.0,0.0,510,2014-12-09,decembre
"2,015E+11",2015,3,13,800,1,1,3,1.0,2.0,215,"1, FROS (RUE DU)",M,4850364.0,-280303.0,220,2015-03-13,mars
"2,012E+11",2012,10,28,1915,3,1,1,1.0,2.0,40,,M,0.0,0.0,170,2012-10-28,octobre
"2,012E+11",2012,6,15,950,1,2,1,1.0,6.0,7,"0, BRESSIGNY",M,4746734.0,-54992.0,490,2012-06-15,juin
"2,01E+11",2010,6,4,1920,1,2,1,1.0,6.0,121,", MANDOUNE (RUE DE LA)",,,,820,2010-06-04,juin
"2,01E+11",2010,4,26,1058,1,2,1,1.0,7.0,191,"ignor?, JEAN JAURES (AVE",,,,910,2010-04-26,avril
"2,011E+11",2011,8,11,530,3,1,1,1.0,1.0,211,,M,0.0,0.0,600,2011-08-11,août
"2,01E+11",2010,12,31,1744,1,2,1,1.0,1.0,11,EGLANTINES (RUE DES),,,,974,2010-12-31,decembre
"2,011E+11",2011,9,14,1330,1,2,1,1.0,3.0,55,"346, AVE DE MONTOLIVET",,,,130,2011-09-14,septembre
"2,015E+11",2015,12,11,815,2,2,1,3.0,6.0,33,"144, HOTEL DE VILLE (RUE",,,,590,2015-12-11,decembre
"2,013E+11",2013,2,26,1630,1,2,1,1.0,3.0,139,42 Boulevard Jean Jaur?s,M,5012159.0,340461.0,590,2013-02-26,fevrier
"2,01E+11",2010,10,7,1435,1,2,1,1.0,3.0,69,"22, AVE DE LA LIBERATION",,,,330,2010-10-07,octobre
"2,016E+11",2016,6,8,1615,1,2,1,1.0,3.0,64,RN 134,M,4312214.0,-61352.0,640,2016-06-08,juin
"2,013E+11",2013,11,16,1930,5,2,1,1.0,4.0,5,"715/749, 21 AOUT 1944 (A",M,4328629.0,555942.0,130,2013-11-16,novembre
"2,01E+11",2010,12,11,1500,1,2,1,1.0,4.0,482,"SPV, ROUTE DU RHIN",,,,670,2010-12-11,decembre
"2,012E+11",2012,4,3,1945,1,2,1,1.0,6.0,582,RUE DE L'ETOILE,M,4929260.0,95200.0,270,2012-04-03,avril
"2,015E+11",2015,8,9,800,1,1,1,1.0,7.0,555,VA007440 LES MINIMES,M,4362289.0,141758.0,310,2015-08-09,août
"2,012E+11",2012,5,18,1345,1,1,1,2.0,1.0,215,,M,4291267.0,178218.0,90,2012-05-18,mai
"2,015E+11",2015,3,19,945,1,2,1,1.0,2.0,124,27 route du Mans,M,0.0,0.0,720,2015-03-19,mars
"2,012E+11",2012,6,22,1545,1,1,1,1.0,3.0,348,,M,4559220.0,535414.0,380,2012-06-22,juin
"2,012E+11",2012,7,17,2120,1,2,1,1.0,6.0,113,RESISTANCE (AVENUE DE LA,M,4874289.0,-346292.0,220,2012-07-17,juillet
"2,01E+11",2010,7,18,710,1,2,6,1.0,6.0,550,chemin de Montignac,,,,330,2010-07-18,juillet
